age,income,education,gender,hours_per_week,occupation,marital_status,health_condition
33,21666.026391276595,Universitario,Masculino,48.0,Doctor,Divorciado,Buena
53,75613.50029481633,Universitario,Otro,39.0,nan,Divorciado,Buena
38,57145.51615573639,Universitario,Femenino,22.0,Ingeniero,Soltero,Mala
44,63385.439288141715,Universitario,Otro,36.0,nan,Soltero,Mala
62,47627.17359540539,Bachillerato,Otro,,nan,Casado,Regular
30,54942.72074766314,Bachillerato,Masculino,40.0,nan,Divorciado,Buena
59,40992.14403495824,Maestría,Otro,49.0,Artista,Divorciado,Regular
60,38346.84492860975,Doctorado,Otro,41.0,Doctor,Viudo,Mala
33,,Universitario,Masculino,53.0,nan,Casado,Mala
23,80406.6130163632,Bachillerato,Femenino,52.0,Estudiante,Casado,Buena
39,70349.7829416193,Doctorado,Masculino,28.0,Ingeniero,Viudo,Regular
46,51341.937211447344,Universitario,Masculino,26.0,Doctor,Viudo,Regular
56,11987.550577198752,Universitario,Otro,,Ingeniero,Viudo,Mala
25,85688.4925532411,Doctorado,Masculino,37.0,Comerciante,Casado,Mala
37,46241.16548649068,Bachillerato,Masculino,49.0,Estudiante,Viudo,Regular
24,29503.61880296937,Bachillerato,Femenino,42.0,Estudiante,Divorciado,Mala
30,41533.42074667316,Maestría,Masculino,43.0,Ingeniero,Soltero,Buena
27,17103.252452582114,Universitario,Femenino,,Ingeniero,Soltero,Regular
44,67654.16828556497,Doctorado,Masculino,47.0,Ingeniero,Divorciado,Mala
38,65542.44589920573,Universitario,Femenino,,Ama de casa,Divorciado,Regular
56,77098.78091153395,Maestría,Otro,45.0,Ingeniero,Soltero,Mala
54,70779.60291695983,Universitario,Femenino,20.0,Ama de casa,Soltero,Buena
49,62465.58119371148,Doctorado,Femenino,47.0,Comerciante,Divorciado,Regular
59,39921.79986931622,Maestría,Masculino,59.0,Artista,Soltero,Regular
38,51259.15352806109,Bachillerato,Otro,,Estudiante,Divorciado,Regular
34,,Bachillerato,Femenino,31.0,Ingeniero,Divorciado,Buena
50,,Doctorado,Masculino,42.0,Artista,Soltero,Regular
45,56340.78276227974,Bachillerato,Otro,20.0,nan,Divorciado,Buena
30,35038.54363869123,Doctorado,Otro,39.0,Doctor,Casado,Regular
49,51877.20518747897,Universitario,Femenino,29.0,Doctor,Casado,Mala
56,43997.198406140655,Bachillerato,Otro,46.0,Ama de casa,Viudo,Mala
54,54299.397996873275,Doctorado,Femenino,47.0,nan,Divorciado,Mala
41,,Doctorado,Masculino,33.0,Estudiante,Soltero,Regular
36,57174.14629875717,Maestría,Femenino,25.0,Ama de casa,Casado,Buena
44,61709.712609922055,Maestría,Masculino,38.0,Doctor,Viudo,Regular
31,41438.01205536812,Maestría,Masculino,39.0,Doctor,Soltero,Buena
48,57408.088864456586,Maestría,Otro,51.0,Doctor,Soltero,Regular
33,82045.72022034597,Universitario,Masculino,34.0,Ama de casa,Casado,Buena
20,40419.74408923018,Bachillerato,Otro,31.0,Estudiante,Divorciado,Regular
29,17077.567398767234,Universitario,Femenino,48.0,nan,Divorciado,Regular
22,68394.26096424478,Universitario,Otro,41.0,Ama de casa,Viudo,Regular
25,49234.16997065101,Universitario,Femenino,44.0,nan,Casado,Regular
35,33883.06852199023,Bachillerato,Femenino,23.0,Doctor,Viudo,Mala
37,58177.07271695853,Doctorado,Femenino,31.0,Estudiante,Casado,Regular
18,20331.964619778406,Bachillerato,Masculino,42.0,nan,Soltero,Mala
46,63864.57764446392,Maestría,Otro,56.0,Ingeniero,Divorciado,Mala
54,46455.37418631759,Bachillerato,Otro,45.0,Ama de casa,Divorciado,Buena
57,37305.84436416675,Bachillerato,Otro,55.0,Ingeniero,Casado,Mala
64,43490.52877188471,Doctorado,Masculino,36.0,nan,Casado,Buena
33,72828.11989123438,Bachillerato,Otro,56.0,Artista,Divorciado,Regular
52,46255.54356783723,Doctorado,Masculino,50.0,nan,Casado,Mala
24,31976.446198690057,Doctorado,Femenino,58.0,nan,Soltero,Mala
63,56523.08363149757,Universitario,Otro,49.0,nan,Casado,Regular
53,38446.324267718905,Maestría,Otro,44.0,Ingeniero,Divorciado,Buena
26,44575.99196669826,Doctorado,Masculino,49.0,Ingeniero,Divorciado,Regular
31,35497.638929372966,Universitario,Otro,22.0,Ingeniero,Soltero,Buena
33,38337.32348545852,Maestría,Otro,46.0,Estudiante,Casado,Mala
33,74877.36562688621,Bachillerato,Masculino,22.0,Artista,Soltero,Mala
62,68236.86303648047,Bachillerato,Masculino,57.0,Artista,Soltero,Buena
45,49126.86009728698,Universitario,Masculino,59.0,Comerciante,Casado,Mala
37,57311.134826710826,Bachillerato,Femenino,39.0,Estudiante,Viudo,Mala
18,43472.68680788889,Bachillerato,Masculino,47.0,Artista,Viudo,Regular
28,30528.304275607614,Universitario,Masculino,,nan,Viudo,Mala
28,56294.33972050782,Universitario,Masculino,51.0,nan,Viudo,Mala
64,32743.929983927257,Doctorado,Femenino,38.0,nan,Casado,Buena
50,,Universitario,Masculino,41.0,Comerciante,Viudo,Regular
22,32694.142666990498,Universitario,Otro,41.0,Ingeniero,Casado,Buena
21,53170.7768045929,Universitario,Masculino,47.0,Ingeniero,Soltero,Mala
58,64922.44901077653,Universitario,Otro,39.0,Doctor,Divorciado,Mala
27,49115.197333762015,Bachillerato,Femenino,37.0,nan,Viudo,Regular
18,46841.91780245803,Bachillerato,Masculino,23.0,Estudiante,Divorciado,Buena
53,48102.97272370899,Maestría,Femenino,35.0,Comerciante,Casado,Regular
46,34664.69860529125,Universitario,Masculino,46.0,Comerciante,Viudo,Mala
48,48357.28994514514,Doctorado,Otro,30.0,Estudiante,Soltero,Buena
35,54556.131518797534,Doctorado,Masculino,37.0,nan,Soltero,Buena
23,46544.0728324245,Maestría,Masculino,22.0,Ama de casa,Viudo,Mala
51,,Bachillerato,Otro,28.0,Artista,Casado,Regular
61,,Bachillerato,Otro,31.0,nan,Divorciado,Mala
63,54863.914833694056,Doctorado,Otro,48.0,Doctor,Divorciado,Regular
23,71499.53995195508,Universitario,Femenino,28.0,Ama de casa,Viudo,Buena
42,77793.67543585932,Maestría,Masculino,21.0,Artista,Casado,Regular
39,53206.91801999731,Universitario,Otro,51.0,Comerciante,Casado,Mala
31,79217.96679713707,Doctorado,Femenino,37.0,Estudiante,Casado,Mala
41,59914.650135768694,Doctorado,Otro,42.0,Comerciante,Viudo,Buena
52,53161.37445698032,Universitario,Otro,58.0,Artista,Soltero,Buena
47,48664.14688213604,Bachillerato,Femenino,24.0,Artista,Casado,Mala
29,34040.15466165536,Maestría,Otro,51.0,Doctor,Casado,Buena
29,73400.89893374308,Bachillerato,Otro,38.0,Artista,Soltero,Buena
39,33441.86485857266,Doctorado,Otro,56.0,nan,Soltero,Mala
45,31174.85550143539,Doctorado,Femenino,57.0,Estudiante,Casado,Buena
63,51625.90703999711,Doctorado,Femenino,56.0,Comerciante,Casado,Regular
61,58110.26933970931,Bachillerato,Femenino,48.0,Ingeniero,Viudo,Mala
20,,Bachillerato,Otro,57.0,Comerciante,Casado,Regular
59,57465.148420201665,Doctorado,Otro,30.0,Estudiante,Viudo,Buena
25,27252.318890604518,Bachillerato,Masculino,30.0,Ama de casa,Divorciado,Mala
33,61440.27457659754,Maestría,Otro,58.0,Doctor,Divorciado,Regular
18,53251.59743076838,Bachillerato,Otro,23.0,Artista,Soltero,Mala
48,59995.94023110279,Doctorado,Masculino,38.0,Artista,Divorciado,Buena
60,56301.60193712095,Doctorado,Otro,44.0,Comerciante,Divorciado,Mala
56,41849.078517294045,Bachillerato,Otro,27.0,Doctor,Soltero,Regular
30,54609.71974278623,Maestría,Femenino,60.0,Comerciante,Divorciado,Mala
34,61279.93072887639,Doctorado,Otro,33.0,Estudiante,Divorciado,Buena
47,41895.62527990099,Universitario,Otro,48.0,Doctor,Casado,Mala
41,57548.607680836525,Bachillerato,Femenino,22.0,nan,Divorciado,Regular
25,38986.19406312373,Maestría,Masculino,50.0,Ingeniero,Divorciado,Regular
64,35832.50876702759,Doctorado,Otro,57.0,Comerciante,Soltero,Buena
22,42525.66346570844,Maestría,Femenino,34.0,nan,Viudo,Regular
49,69843.1163945442,Universitario,Femenino,29.0,Ama de casa,Soltero,Regular
50,,Maestría,Femenino,21.0,Estudiante,Casado,Mala
21,57594.896978450735,Bachillerato,Otro,28.0,Artista,Viudo,Regular
55,57758.84268414926,Doctorado,Otro,58.0,Comerciante,Casado,Regular
32,72633.67703083319,Maestría,Otro,49.0,Ingeniero,Viudo,Regular
20,78204.4023147256,Maestría,Femenino,44.0,Comerciante,Soltero,Regular
34,32975.93689574019,Universitario,Femenino,45.0,nan,Casado,Regular
49,52229.7803986819,Maestría,Masculino,34.0,Estudiante,Soltero,Buena
41,45260.947855835766,Doctorado,Otro,50.0,nan,Viudo,Buena
43,35658.485249217345,Doctorado,Masculino,57.0,Comerciante,Divorciado,Buena
45,47774.16492647688,Maestría,Femenino,31.0,Artista,Casado,Buena
47,40996.53374130322,Doctorado,Otro,40.0,Ingeniero,Soltero,Mala
41,62275.34610462753,Universitario,Femenino,43.0,Doctor,Divorciado,Mala
30,,Bachillerato,Femenino,23.0,Ingeniero,Soltero,Buena
55,45936.52257144633,Universitario,Masculino,43.0,nan,Soltero,Regular
58,47983.33125032191,Maestría,Femenino,24.0,nan,Soltero,Regular
57,44036.15046887706,Doctorado,Femenino,40.0,Estudiante,Divorciado,Buena
30,53882.2379495653,Doctorado,Masculino,28.0,Ingeniero,Viudo,Buena
53,36603.70019175653,Bachillerato,Otro,54.0,nan,Viudo,Buena
18,24970.233384822175,Doctorado,Femenino,33.0,Ingeniero,Casado,Mala
48,41119.85462048871,Universitario,Masculino,29.0,Comerciante,Soltero,Buena
35,49607.30947879729,Maestría,Masculino,51.0,Ingeniero,Viudo,Mala
46,34941.09195350538,Maestría,Masculino,55.0,Comerciante,Soltero,Mala
27,,Doctorado,Otro,32.0,Ingeniero,Casado,Buena
20,38508.9461359477,Maestría,Femenino,,Doctor,Viudo,Buena
53,,Universitario,Femenino,21.0,Estudiante,Casado,Mala
28,49326.31071102703,Universitario,Femenino,50.0,nan,Viudo,Regular
46,41632.6647043981,Doctorado,Femenino,57.0,Ama de casa,Viudo,Regular
59,56617.94976215428,Maestría,Masculino,20.0,nan,Casado,Regular
20,92542.29110372809,Maestría,Otro,40.0,Ama de casa,Casado,Buena
26,,Doctorado,Femenino,43.0,Artista,Viudo,Regular
62,58926.616419433056,Doctorado,Otro,36.0,Artista,Divorciado,Buena
34,59770.59830431347,Maestría,Otro,41.0,Doctor,Divorciado,Mala
44,58235.83948247719,Doctorado,Femenino,21.0,Estudiante,Casado,Buena
36,53584.10644405142,Bachillerato,Otro,52.0,nan,Casado,Mala
54,,Maestría,Masculino,21.0,Ingeniero,Soltero,Buena
38,54204.52350494376,Bachillerato,Femenino,40.0,Doctor,Viudo,Mala
60,41321.207724476524,Bachillerato,Femenino,49.0,nan,Viudo,Buena
31,43184.33073616686,Maestría,Femenino,,Estudiante,Soltero,Regular
31,40339.40136812703,Universitario,Otro,39.0,Estudiante,Divorciado,Buena
32,36232.52767057003,Bachillerato,Masculino,24.0,Ingeniero,Soltero,Buena
50,55150.845158117445,Maestría,Otro,48.0,Ama de casa,Viudo,Buena
29,48827.95234816466,Maestría,Otro,56.0,Ingeniero,Soltero,Buena
26,49834.01736327714,Maestría,Femenino,29.0,Comerciante,Casado,Regular
62,65452.27329931128,Universitario,Femenino,21.0,Estudiante,Soltero,Regular
58,54386.07390307384,Universitario,Otro,20.0,Estudiante,Viudo,Mala
52,64175.71564205876,Bachillerato,Masculino,33.0,Doctor,Casado,Mala
55,38985.800326030454,Bachillerato,Masculino,45.0,Estudiante,Divorciado,Regular
53,42719.69935204265,Bachillerato,Otro,,Estudiante,Viudo,Buena
63,49771.44004182492,Universitario,Femenino,45.0,Comerciante,Soltero,Regular
58,54946.10929358937,Doctorado,Otro,44.0,Estudiante,Casado,Regular
28,35612.509235031925,Maestría,Masculino,55.0,Doctor,Soltero,Mala
41,59803.33473777485,Universitario,Masculino,49.0,Estudiante,Viudo,Mala
56,60009.16800514723,Doctorado,Masculino,52.0,Artista,Viudo,Buena
22,58210.52479990161,Maestría,Masculino,,Artista,Divorciado,Mala
44,48964.51198375409,Bachillerato,Masculino,50.0,Ama de casa,Casado,Mala
25,75899.04795184065,Bachillerato,Femenino,51.0,Ingeniero,Viudo,Regular
44,39749.460023190026,Doctorado,Femenino,48.0,Doctor,Viudo,Regular
43,48843.45201338674,Doctorado,Masculino,31.0,Comerciante,Soltero,Regular
59,69990.25113886462,Maestría,Otro,32.0,Comerciante,Divorciado,Regular
38,60093.07939503969,Doctorado,Masculino,44.0,nan,Divorciado,Regular
49,62872.20852591106,Universitario,Otro,54.0,Ingeniero,Casado,Buena
64,38007.606389338645,Universitario,Femenino,45.0,Artista,Casado,Mala
20,76897.48804180615,Doctorado,Otro,53.0,Ingeniero,Casado,Regular
22,46266.98200126107,Universitario,Masculino,41.0,Ingeniero,Soltero,Regular
48,35846.78711864921,Maestría,Otro,21.0,Ingeniero,Soltero,Regular
46,29674.804822802485,Bachillerato,Femenino,53.0,Ingeniero,Soltero,Buena
31,47513.550843498706,Doctorado,Femenino,38.0,Comerciante,Soltero,Regular
43,77155.16874929154,Doctorado,Femenino,29.0,Comerciante,Casado,Buena
47,74632.91687926016,Doctorado,Masculino,,Comerciante,Casado,Buena
36,,Universitario,Femenino,45.0,Estudiante,Viudo,Buena
40,54766.473333945774,Doctorado,Femenino,53.0,Comerciante,Divorciado,Buena
22,37588.1869333101,Maestría,Masculino,39.0,nan,Soltero,Mala
63,27088.830921640812,Universitario,Masculino,46.0,nan,Soltero,Buena
50,65299.35346569412,Maestría,Femenino,36.0,Ingeniero,Casado,Regular
57,36590.28979756997,Maestría,Otro,20.0,Ingeniero,Viudo,Mala
35,33247.08766483513,Bachillerato,Masculino,42.0,Comerciante,Casado,Mala
20,70309.40353806099,Bachillerato,Otro,27.0,Doctor,Divorciado,Regular
46,53913.426011311225,Universitario,Masculino,59.0,Ingeniero,Soltero,Mala
45,27461.813115566314,Bachillerato,Masculino,50.0,Doctor,Casado,Mala
32,49474.30376495323,Doctorado,Femenino,60.0,Doctor,Viudo,Mala
38,74555.11774767612,Universitario,Otro,26.0,Estudiante,Divorciado,Buena
50,46964.67469285075,Doctorado,Otro,31.0,nan,Viudo,Mala
42,35172.696094127095,Maestría,Femenino,60.0,Ama de casa,Viudo,Regular
29,,Bachillerato,Femenino,49.0,Estudiante,Soltero,Regular
32,54545.642990242886,Maestría,Masculino,39.0,Estudiante,Soltero,Regular
32,37184.66811481796,Universitario,Femenino,42.0,Ingeniero,Casado,Buena
63,18860.349811360098,Doctorado,Femenino,55.0,Ama de casa,Divorciado,Buena
62,,Universitario,Otro,60.0,Ama de casa,Casado,Regular
54,50138.626254703704,Universitario,Femenino,20.0,Ama de casa,Casado,Buena
26,38770.612558258166,Universitario,Femenino,42.0,Ama de casa,Viudo,Regular
63,63959.27582722352,Bachillerato,Masculino,31.0,Artista,Divorciado,Regular
43,72843.1006277928,Universitario,Femenino,37.0,Comerciante,Divorciado,Buena
41,,Bachillerato,Femenino,33.0,Ingeniero,Divorciado,Buena
58,34041.77155812242,Doctorado,Masculino,35.0,Ama de casa,Viudo,Regular
27,63500.75646809899,Universitario,Femenino,22.0,nan,Soltero,Buena
58,64659.880110496,Doctorado,Masculino,31.0,nan,Divorciado,Mala
63,72372.29403274247,Universitario,Otro,22.0,Ingeniero,Viudo,Regular
43,35687.29785475232,Doctorado,Otro,47.0,Comerciante,Viudo,Buena
28,48217.927497228906,Bachillerato,Masculino,55.0,nan,Soltero,Regular
33,50780.095239997456,Maestría,Masculino,54.0,Doctor,Viudo,Regular
58,39153.758116350145,Doctorado,Masculino,43.0,Estudiante,Casado,Regular
57,56780.1968631331,Maestría,Masculino,33.0,Artista,Divorciado,Regular
56,40712.26904426157,Bachillerato,Otro,55.0,Estudiante,Divorciado,Regular
22,35682.28493074586,Universitario,Otro,44.0,Artista,Casado,Regular
51,52826.846252591706,Doctorado,Femenino,58.0,Doctor,Soltero,Mala
28,54592.485508254744,Bachillerato,Masculino,20.0,Ingeniero,Viudo,Mala
52,56714.906551245804,Universitario,Masculino,29.0,Doctor,Viudo,Mala
20,50627.15818602175,Bachillerato,Femenino,40.0,Ama de casa,Casado,Buena
22,48035.647756939004,Doctorado,Otro,37.0,Doctor,Soltero,Buena
54,56270.707973213925,Doctorado,Masculino,,Ama de casa,Soltero,Regular
52,68920.45919208055,Bachillerato,Masculino,,nan,Viudo,Buena
52,38585.92270828141,Bachillerato,Masculino,45.0,Artista,Divorciado,Buena
36,55528.84926136003,Doctorado,Femenino,,Estudiante,Viudo,Buena
62,46980.843946981644,Universitario,Femenino,21.0,Artista,Viudo,Regular
23,42595.79652044835,Maestría,Femenino,48.0,Artista,Viudo,Regular
45,67397.10650788176,Doctorado,Femenino,35.0,Artista,Divorciado,Regular
37,55605.52677742194,Doctorado,Femenino,39.0,Comerciante,Soltero,Mala
34,47867.374864769336,Maestría,Femenino,25.0,Comerciante,Viudo,Regular
53,53742.76917824853,Doctorado,Masculino,46.0,Doctor,Viudo,Regular
59,37161.18559828227,Bachillerato,Masculino,55.0,Ingeniero,Viudo,Mala
56,39553.25201332854,Doctorado,Femenino,32.0,Doctor,Soltero,Buena
46,46437.75363460817,Doctorado,Femenino,46.0,Doctor,Casado,Regular
29,36114.95429461515,Maestría,Femenino,28.0,Ama de casa,Soltero,Buena
18,24100.43549138605,Maestría,Masculino,56.0,Comerciante,Divorciado,Mala
36,54043.42923867018,Doctorado,Otro,37.0,Estudiante,Soltero,Regular
55,,Universitario,Femenino,41.0,nan,Viudo,Mala
56,,Maestría,Otro,56.0,Doctor,Casado,Buena
32,59707.90101959558,Doctorado,Otro,36.0,Ama de casa,Casado,Buena
29,41113.856482822885,Universitario,Masculino,54.0,nan,Divorciado,Mala
55,,Universitario,Otro,59.0,nan,Divorciado,Mala
28,53549.00078675469,Doctorado,Femenino,23.0,Ingeniero,Soltero,Regular
41,28355.77725143178,Universitario,Otro,,Estudiante,Divorciado,Regular
25,63067.66480090276,Maestría,Femenino,41.0,Ingeniero,Viudo,Buena
41,72762.5503099319,Universitario,Masculino,52.0,Doctor,Viudo,Mala
42,45856.03487471439,Bachillerato,Femenino,50.0,Estudiante,Divorciado,Mala
35,30547.606112291567,Bachillerato,Masculino,43.0,Doctor,Casado,Buena
34,,Maestría,Masculino,54.0,Ama de casa,Viudo,Mala
46,64686.35819866057,Maestría,Masculino,47.0,nan,Divorciado,Mala
39,40703.15604853083,Bachillerato,Masculino,39.0,Comerciante,Divorciado,Regular
36,53084.182948692556,Universitario,Otro,26.0,Artista,Viudo,Buena
29,67830.11288222916,Bachillerato,Otro,32.0,Estudiante,Divorciado,Regular
42,60046.21158628629,Bachillerato,Masculino,59.0,Doctor,Divorciado,Buena
43,,Universitario,Masculino,49.0,Ama de casa,Divorciado,Mala
44,68996.26400203424,Bachillerato,Femenino,,Artista,Soltero,Regular
56,52866.22523488395,Doctorado,Femenino,58.0,Ingeniero,Viudo,Mala
64,45491.07703815137,Maestría,Femenino,33.0,Doctor,Casado,Buena
33,59077.39759699996,Bachillerato,Otro,26.0,Comerciante,Casado,Regular
55,52006.995095639155,Universitario,Masculino,40.0,Artista,Divorciado,Buena
51,84480.56616446475,Bachillerato,Masculino,56.0,Estudiante,Viudo,Regular
39,45516.30180208547,Universitario,Otro,56.0,nan,Divorciado,Regular
31,50800.26723006822,Bachillerato,Femenino,56.0,Comerciante,Divorciado,Regular
48,71505.45650891303,Doctorado,Masculino,25.0,Comerciante,Divorciado,Regular
38,55404.06634061705,Universitario,Masculino,60.0,Estudiante,Divorciado,Mala
48,27653.359803252097,Doctorado,Femenino,25.0,Artista,Casado,Buena
45,79504.04522720794,Universitario,Masculino,56.0,Doctor,Viudo,Mala
52,,Maestría,Otro,56.0,Artista,Divorciado,Regular
47,60651.14824959819,Bachillerato,Otro,22.0,nan,Soltero,Buena
20,,Maestría,Otro,,Artista,Casado,Regular
29,49228.39645290092,Maestría,Otro,52.0,Ama de casa,Soltero,Buena
45,44632.59046862534,Doctorado,Masculino,40.0,Comerciante,Casado,Regular
52,55373.224183855935,Universitario,Masculino,21.0,Comerciante,Viudo,Buena
19,29786.2311880617,Universitario,Femenino,,Estudiante,Casado,Regular
27,50382.90997268387,Universitario,Masculino,45.0,Comerciante,Divorciado,Regular
40,,Universitario,Femenino,53.0,Comerciante,Divorciado,Regular
41,59496.26994423894,Universitario,Masculino,59.0,Ingeniero,Soltero,Regular
42,71498.48626600923,Maestría,Masculino,21.0,Estudiante,Casado,Mala
21,63754.24977705787,Universitario,Otro,43.0,Ama de casa,Divorciado,Buena
51,63258.96778938441,Bachillerato,Otro,23.0,Ama de casa,Soltero,Buena
42,61278.90710909895,Bachillerato,Otro,51.0,Doctor,Viudo,Buena
45,48136.4597693343,Doctorado,Femenino,41.0,Ama de casa,Soltero,Regular
30,44463.30969867408,Doctorado,Femenino,54.0,Comerciante,Casado,Mala
57,37582.073335309884,Doctorado,Otro,35.0,Estudiante,Casado,Buena
44,55152.037096727385,Universitario,Masculino,28.0,Comerciante,Casado,Mala
55,72247.53758716874,Bachillerato,Femenino,25.0,Doctor,Viudo,Buena
49,,Universitario,Masculino,49.0,Artista,Divorciado,Buena
56,66108.8726253564,Doctorado,Femenino,52.0,Artista,Casado,Mala
46,65108.087321271516,Maestría,Masculino,47.0,Ingeniero,Casado,Mala
54,40737.109912869244,Maestría,Otro,55.0,Ama de casa,Divorciado,Mala
37,30036.62929286061,Doctorado,Femenino,43.0,nan,Soltero,Buena
23,66681.51088604417,Universitario,Femenino,42.0,Ingeniero,Casado,Regular
25,37752.50623140417,Universitario,Otro,39.0,Comerciante,Divorciado,Buena
33,63253.53577694786,Maestría,Masculino,44.0,Estudiante,Divorciado,Buena
52,35091.54427571735,Bachillerato,Masculino,51.0,Doctor,Viudo,Buena
31,64997.81700340003,Maestría,Femenino,57.0,Artista,Viudo,Buena
42,56924.29131239936,Bachillerato,Masculino,41.0,Ama de casa,Casado,Mala
61,32944.528679376395,Bachillerato,Masculino,36.0,nan,Soltero,Mala
37,63594.02099224285,Bachillerato,Masculino,39.0,Comerciante,Soltero,Buena
29,66885.77802897798,Bachillerato,Masculino,58.0,Ingeniero,Casado,Regular
52,21208.98094030466,Maestría,Femenino,28.0,Comerciante,Viudo,Mala
42,,Doctorado,Femenino,48.0,nan,Casado,Buena
39,58606.33185042851,Maestría,Femenino,23.0,Ingeniero,Divorciado,Mala
40,72004.04155315222,Universitario,Masculino,43.0,Doctor,Divorciado,Buena
51,71401.03613373004,Universitario,Otro,55.0,Estudiante,Divorciado,Buena
57,,Universitario,Masculino,42.0,Estudiante,Casado,Mala
61,61278.09070476456,Bachillerato,Masculino,52.0,Artista,Viudo,Buena
50,64061.3555679343,Doctorado,Otro,28.0,Estudiante,Soltero,Regular
36,59033.28469612189,Bachillerato,Masculino,36.0,nan,Divorciado,Buena
34,64455.24336308692,Bachillerato,Otro,59.0,nan,Viudo,Mala
23,59157.31634242405,Maestría,Femenino,54.0,Artista,Soltero,Buena
49,68066.30687141948,Maestría,Femenino,46.0,Artista,Soltero,Buena
38,64516.847263250915,Universitario,Masculino,46.0,Ingeniero,Divorciado,Buena
45,41528.95011755785,Maestría,Otro,57.0,Ama de casa,Soltero,Mala
60,65158.516248119,Universitario,Femenino,20.0,Ingeniero,Divorciado,Mala
39,45316.64405326768,Universitario,Femenino,58.0,Ingeniero,Casado,Regular
24,,Maestría,Femenino,43.0,Estudiante,Casado,Mala
41,21449.645481807285,Doctorado,Masculino,37.0,Estudiante,Divorciado,Regular
57,35554.358904918074,Bachillerato,Otro,38.0,Comerciante,Viudo,Buena
49,53978.36113161964,Universitario,Masculino,22.0,nan,Soltero,Mala
26,57798.56527804026,Maestría,Otro,29.0,Ama de casa,Casado,Buena
60,32688.639019416885,Doctorado,Masculino,51.0,Doctor,Soltero,Buena
53,61041.72894155832,Maestría,Otro,34.0,Ama de casa,Divorciado,Buena
45,69107.35549485411,Bachillerato,Otro,54.0,Artista,Divorciado,Buena
53,,Maestría,Masculino,42.0,Artista,Divorciado,Regular
19,15539.81828976675,Doctorado,Masculino,58.0,Comerciante,Soltero,Buena
56,57937.26261346017,Bachillerato,Masculino,55.0,Artista,Viudo,Mala
52,50014.02785673479,Doctorado,Femenino,58.0,nan,Soltero,Regular
46,40963.559536544184,Bachillerato,Otro,37.0,Ama de casa,Divorciado,Regular
54,46650.26555745633,Maestría,Masculino,44.0,Ama de casa,Soltero,Regular
40,72996.60128583643,Universitario,Otro,25.0,Artista,Viudo,Regular
27,35172.64765172542,Bachillerato,Otro,26.0,Artista,Divorciado,Regular
49,72617.1385231007,Universitario,Otro,53.0,nan,Soltero,Mala
64,61097.52966282667,Bachillerato,Masculino,29.0,Doctor,Soltero,Mala
43,85831.32770034944,Bachillerato,Masculino,46.0,nan,Casado,Regular
20,,Doctorado,Otro,29.0,Comerciante,Divorciado,Buena
23,58150.24671731662,Maestría,Masculino,60.0,nan,Soltero,Mala
49,50433.44357625127,Doctorado,Masculino,48.0,Ama de casa,Casado,Buena
47,46981.78080343462,Maestría,Femenino,28.0,Ama de casa,Casado,Buena
58,,Doctorado,Otro,58.0,Doctor,Viudo,Buena
42,50683.29754375477,Maestría,Otro,60.0,nan,Viudo,Buena
48,48388.986056765,Maestría,Masculino,28.0,Artista,Soltero,Mala
38,35846.26730647216,Maestría,Femenino,56.0,Ingeniero,Soltero,Regular
31,62711.8786996309,Doctorado,Femenino,53.0,Ingeniero,Viudo,Regular
52,81726.42208667891,Bachillerato,Masculino,,Ingeniero,Viudo,Regular
43,42175.87361352096,Universitario,Masculino,52.0,Artista,Soltero,Regular
62,59335.21582265708,Doctorado,Masculino,57.0,Ingeniero,Viudo,Mala
23,42746.01657445441,Bachillerato,Femenino,45.0,Artista,Casado,Regular
50,50485.918430867314,Maestría,Femenino,54.0,Doctor,Casado,Buena
59,51998.672849361974,Bachillerato,Masculino,27.0,Ama de casa,Viudo,Regular
22,40824.24885485797,Maestría,Femenino,29.0,Doctor,Divorciado,Buena
53,69232.80985367706,Doctorado,Femenino,33.0,nan,Casado,Mala
41,60244.66964198451,Doctorado,Masculino,20.0,Doctor,Casado,Mala
60,76929.26004460466,Maestría,Femenino,47.0,Estudiante,Casado,Buena
20,,Maestría,Femenino,24.0,Artista,Viudo,Buena
36,49577.85160004884,Bachillerato,Femenino,29.0,Doctor,Divorciado,Regular
28,55016.44451160636,Bachillerato,Otro,45.0,Doctor,Casado,Regular
45,50748.396229285594,Maestría,Otro,32.0,Doctor,Soltero,Buena
46,39119.94999956163,Universitario,Femenino,22.0,Ingeniero,Casado,Regular
40,47175.87001011046,Doctorado,Femenino,57.0,Comerciante,Viudo,Mala
55,61250.23080901604,Doctorado,Femenino,42.0,Doctor,Soltero,Mala
51,,Doctorado,Masculino,39.0,Artista,Casado,Buena
27,31105.852410642987,Universitario,Otro,40.0,Ama de casa,Viudo,Regular
64,57497.46236742374,Maestría,Masculino,49.0,Doctor,Viudo,Regular
38,,Universitario,Otro,59.0,Estudiante,Divorciado,Regular
61,61770.09920321847,Universitario,Masculino,44.0,Ama de casa,Casado,Buena
45,42177.19318695421,Doctorado,Otro,36.0,Estudiante,Viudo,Regular
53,56190.69745768201,Bachillerato,Otro,46.0,Comerciante,Viudo,Mala
23,,Bachillerato,Otro,22.0,Artista,Casado,Regular
45,55387.732939221816,Universitario,Masculino,54.0,Doctor,Soltero,Mala
28,62151.28942481193,Universitario,Masculino,29.0,Comerciante,Soltero,Mala
55,60010.824392628994,Bachillerato,Femenino,54.0,nan,Divorciado,Buena
